time,Open,High,Low,Close,Adj Close,Volume,ticker
2021-10-29 09:30:00-04:00,86.16999816894531,86.45999908447266,85.77999877929688,86.42500305175781,86.42500305175781,1356214,NEE
2021-10-29 10:30:00-04:00,86.43000030517578,86.44000244140625,85.80999755859375,85.83999633789062,85.83999633789062,555401,NEE
2021-10-29 11:30:00-04:00,85.8499984741211,85.98999786376953,85.73500061035156,85.73999786376953,85.73999786376953,586616,NEE
2021-10-29 12:30:00-04:00,85.7300033569336,85.78500366210938,85.40499877929688,85.45079803466797,85.45079803466797,498899,NEE
2021-10-29 13:30:00-04:00,85.44999694824219,85.44999694824219,84.94000244140625,85.06500244140625,85.06500244140625,847056,NEE
2021-10-29 14:30:00-04:00,85.06500244140625,85.4000015258789,85.01000213623047,85.1500015258789,85.1500015258789,470359,NEE
2021-10-29 15:30:00-04:00,85.15499877929688,85.55999755859375,85.11000061035156,85.29000091552734,85.29000091552734,1188128,NEE
2021-11-01 09:30:00-04:00,85.44000244140625,85.76000213623047,84.93000030517578,85.5199966430664,85.5199966430664,648188,NEE
2021-11-01 10:30:00-04:00,85.5,85.54000091552734,85.12000274658203,85.4800033569336,85.4800033569336,467595,NEE
2021-11-01 11:30:00-04:00,85.4800033569336,85.58999633789062,85.30999755859375,85.5,85.5,357730,NEE
2021-11-01 12:30:00-04:00,85.51000213623047,85.69999694824219,85.45999908447266,85.5999984741211,85.5999984741211,349913,NEE
2021-11-01 13:30:00-04:00,85.625,85.62999725341797,85.36000061035156,85.48500061035156,85.48500061035156,298971,NEE
2021-11-01 14:30:00-04:00,85.48999786376953,85.81999969482422,85.38999938964844,85.5,85.5,485383,NEE
2021-11-01 15:30:00-04:00,85.50499725341797,85.73999786376953,85.4800033569336,85.58999633789062,85.58999633789062,979705,NEE
2021-11-02 09:30:00-04:00,85.8499984741211,86.23999786376953,85.62999725341797,86.06999969482422,86.06999969482422,1260246,NEE
2021-11-02 10:30:00-04:00,86.08000183105469,86.08000183105469,85.16999816894531,85.19499969482422,85.19499969482422,955664,NEE
2021-11-02 11:30:00-04:00,85.19560241699219,85.20999908447266,84.5999984741211,84.62000274658203,84.62000274658203,1024841,NEE
