time,Close
2022-09-29 09:30:00-04:00,63.11000061035156
2022-09-29 10:00:00-04:00,63.060001373291016
2022-09-29 10:30:00-04:00,63.569000244140625
2022-09-29 11:00:00-04:00,63.77000045776367
2022-09-29 11:30:00-04:00,64.16000366210938
2022-09-29 12:00:00-04:00,63.91999816894531
2022-09-29 12:30:00-04:00,63.5
2022-09-29 13:00:00-04:00,63.31999969482422
2022-09-29 13:30:00-04:00,63.2599983215332
2022-09-29 14:00:00-04:00,63.15999984741211
2022-09-29 14:30:00-04:00,63.0099983215332
2022-09-29 15:00:00-04:00,63.27000045776367
2022-09-29 15:30:00-04:00,63.349998474121094
2022-09-30 09:30:00-04:00,63.33000183105469
2022-09-30 10:00:00-04:00,63.65489959716797
2022-09-30 10:30:00-04:00,63.5
2022-09-30 11:00:00-04:00,63.90999984741211
2022-09-30 11:30:00-04:00,63.5
2022-09-30 12:00:00-04:00,63.54999923706055
2022-09-30 12:30:00-04:00,63.689998626708984
2022-09-30 13:00:00-04:00,63.72999954223633
2022-09-30 13:30:00-04:00,63.58000183105469
2022-09-30 14:00:00-04:00,64.22000122070312
2022-09-30 14:30:00-04:00,64.20999908447266
2022-09-30 15:00:00-04:00,64.44000244140625
2022-09-30 15:30:00-04:00,64.33000183105469
2022-10-03 09:30:00-04:00,64.16999816894531
2022-10-03 10:00:00-04:00,64.99500274658203
2022-10-03 10:30:00-04:00,65.26000213623047
2022-10-03 11:00:00-04:00,65.16000366210938
2022-10-03 11:30:00-04:00,64.81999969482422
2022-10-03 12:00:00-04:00,64.7249984741211
2022-10-03 12:30:00-04:00,64.9800033569336
2022-10-03 13:00:00-04:00,65.2300033569336
2022-10-03 13:30:00-04:00,65.26000213623047
2022-10-03 14:00:00-04:00,65.63999938964844
2022-10-03 14:30:00-04:00,65.77999877929688
2022-10-03 15:00:00-04:00,65.58999633789062
2022-10-03 15:30:00-04:00,65.37000274658203
2022-10-04 09:30:00-04:00,66.19999694824219
2022-10-04 10:00:00-04:00,65.61000061035156
2022-10-04 10:30:00-04:00,65.55000305175781
